statefip,year,state_name,state_abb,effective_mw,mw_change,mw_level_change,mw_pct_change,emp_pop_ratio_all,emp_pop_ratio_teen,emp_pop_ratio_young_adult,emp_pop_ratio_prime_age,emp_pop_ratio_lt_hs,emp_pop_ratio_no_ba,emp_pop_ratio_male,emp_pop_ratio_female,emp_pop_ratio_teen_male,emp_pop_ratio_teen_female,lfpr_all,lfpr_teen,unemp_rate_all,unemp_rate_teen,pop_all,pop_teen,pop_young_adult,pop_lt_hs,pop_no_ba,n_obs_all,n_obs_teen,n_obs_young_adult,emplvl_total_private,emplvl_food_services,emplvl_retail,emplvl_accommodation_food,wkly_wage_total_private,wkly_wage_food_services
47,2022,Tennessee,TN,7.25,0,0.0,0.0,0.581244,0.335068,0.690751,0.791668,0.301579,0.523721,0.645878,0.521365,0.340323,0.329261,0.602835,0.374711,0.035817,0.105797,66976696,4100441,4867227,7821669,46231175,18658,1031,1120,2741025,263727,340989,300374,1209,464
48,1990,Texas,TX,3.8,1,0.45,0.1343,0.640386,0.390322,0.724305,0.787422,0.552984,0.597290,0.744360,0.545017,0.418760,0.363145,0.683942,0.495115,0.063684,0.211654,151140277,12264316,16520618,89143175,118517642,62539,4889,6263,5740055,408786,903482,495849,438,171
48,1991,Texas,TX,4.25,1,0.45,0.1184,0.637758,0.401217,0.690334,0.790350,0.550082,0.595360,0.735516,0.546232,0.408891,0.393743,0.684775,0.502890,0.068661,0.202177,153597362,12181104,17122607,89855581,120668911,60655,4692,6333,5786166,422500,889999,506643,459,182
48,1992,Texas,TX,4.25,0,0.0,0.0,0.638207,0.406880,0.688205,0.791174,0.427521,0.599933,0.735915,0.546593,0.419648,0.393480,0.691897,0.535510,0.077598,0.240201,156365503,12306622,16448683,42080829,128554882,58872,4494,5764,5838634,442048,902150,524316,486,190
48,1993,Texas,TX,4.25,0,0.0,0.0,0.640761,0.407888,0.701707,0.790887,0.416052,0.600425,0.737589,0.548871,0.441560,0.374505,0.690717,0.520374,0.072326,0.216163,159348525,12472927,16815964,40935949,129661661,58170,4362,5666,6015165,470725,923864,553570,494,187
48,1994,Texas,TX,4.25,0,0.0,0.0,0.650112,0.404745,0.697946,0.800675,0.433373,0.611235,0.741904,0.562644,0.420662,0.388033,0.693906,0.509772,0.063112,0.206028,162652638,13117186,17267468,43459969,132457036,56374,4424,5522,6236271,492170,957610,574380,503,186
48,1995,Texas,TX,4.25,0,0.0,0.0,0.652997,0.414150,0.691608,0.800166,0.428349,0.616137,0.748196,0.561797,0.432971,0.394551,0.695488,0.522359,0.061095,0.207155,165697198,13302442,16158529,43743908,135076057,52997,4112,4774,6468132,519314,982978,602983,523,191
48,1996,Texas,TX,4.75,1,0.5,0.1176,0.652587,0.378353,0.685319,0.805115,0.429097,0.615023,0.749698,0.561265,0.372876,0.383603,0.691964,0.480301,0.056907,0.212260,168217845,13999402,16519580,44866342,136584884,52639,4257,4730,6680449,532967,1002744,618205,548,197
48,1997,Texas,TX,5.15,1,0.4,0.0842,0.652667,0.368123,0.707978,0.804533,0.429510,0.614310,0.743650,0.566908,0.368668,0.367533,0.690068,0.467173,0.054200,0.212019,172717747,14815732,15855536,45824497,139279374,53053,4360,4494,7008893,567040,1021899,655339,580,209
48,1998,Texas,TX,5.15,0,0.0,0.0,0.661203,0.409897,0.692749,0.808705,0.471443,0.626669,0.756789,0.570831,0.420091,0.399355,0.694907,0.510827,0.048501,0.197582,175288001,15190631,16452272,46396453,139669220,53228,4341,4575,7320677,587589,1048047,679150,618,223
48,1999,Texas,TX,5.15,0,0.0,0.0,0.656717,0.404202,0.711131,0.804504,0.453327,0.621456,0.746251,0.572945,0.412459,0.394970,0.689036,0.488576,0.046905,0.172695,179216046,15408687,17420664,45641356,141531170,55188,4525,4797,7507553,610787,1078700,703882,645,232
48,2000,Texas,TX,5.15,0,0.0,0.0,0.656037,0.413865,0.709232,0.807740,0.482230,0.620919,0.748885,0.566786,0.434963,0.391183,0.685505,0.489774,0.042986,0.154988,182180157,15436889,18518527,47342156,143773207,55688,4558,5206,7737134,632345,1112348,727048,687,242
48,2001,Texas,TX,5.15,0,0.0,0.0,0.648528,0.408899,0.691502,0.798953,0.474631,0.614995,0.744129,0.558044,0.421463,0.395098,0.681929,0.489061,0.048981,0.163910,184586248,14735032,18443199,47735014,146228681,53730,4177,4917,7788564,648056,1121132,741951,708,248
48,2002,Texas,TX,5.15,0,0.0,0.0,0.637847,0.375860,0.688257,0.781880,0.451051,0.599538,0.727821,0.553187,0.381510,0.369861,0.680728,0.462576,0.062993,0.187463,186859708,15024371,18650768,48971132,147050997,53638,4253,4760,7662067,660786,1112379,750873,707,251
48,2003,Texas,TX,5.15,0,0.0,0.0,0.634215,0.325893,0.686268,0.775391,0.455823,0.597924,0.720514,0.552811,0.337123,0.315555,0.680708,0.413486,0.068300,0.211841,193837145,14732161,19025203,50490051,152557352,54349,4261,5001,7587587,673885,1082101,763001,720,252
48,2004,Texas,TX,5.15,0,0.0,0.0,0.631336,0.313593,0.664641,0.779005,0.440541,0.592499,0.718122,0.549203,0.320779,0.306773,0.671612,0.383020,0.059969,0.181263,196115839,15214190,19066842,49147581,154504705,56005,4436,4916,7695635,691996,1088374,783640,752,259
48,2005,Texas,TX,5.15,0,0.0,0.0,0.634887,0.312279,0.662720,0.786244,0.448164,0.598227,0.720381,0.553769,0.311771,0.312797,0.672032,0.394492,0.055272,0.208403,200753583,15135671,19532530,50401924,157373454,60473,4678,5339,7926772,711658,1112858,807376,786,266
48,2006,Texas,TX,5.15,0,0.0,0.0,0.637155,0.344720,0.681957,0.784051,0.454716,0.598824,0.731129,0.547846,0.350458,0.339053,0.670023,0.413988,0.049055,0.167320,205935519,16299278,20277011,50511225,159469701,62377,4966,5603,8241727,741007,1133742,838720,832,274
48,2007,Texas,TX,5.85,1,0.7,0.1359,0.633007,0.340357,0.667441,0.785558,0.459134,0.596831,0.724538,0.545861,0.338023,0.342760,0.661730,0.397453,0.043407,0.143654,210852079,16600430,20254183,50655228,163488074,61585,4854,5351,8531767,773437,1162919,874120,876,281
48,2008,Texas,TX,6.55,1,0.7,0.1197,0.625719,0.312269,0.659651,0.782939,0.429416,0.586011,0.713433,0.541834,0.309727,0.314863,0.658300,0.375310,0.049493,0.167971,214507583,16537888,19878895,49957505,166193835,62229,4851,5346,8711773,794522,1175795,897674,899,288
48,2009,Texas,TX,7.25,1,0.7,0.1069,0.608902,0.288689,0.612859,0.760421,0.418417,0.566718,0.691311,0.529943,0.285927,0.291582,0.659439,0.364670,0.076637,0.208356,218173307,16941895,19155520,50879467,168065831,64381,5144,5305,8366274,795889,1141580,895487,889,293
48,2010,Texas,TX,7.25,0,0.0,0.0,0.607531,0.267625,0.624410,0.755326,0.423826,0.567602,0.686892,0.531334,0.269470,0.265562,0.660681,0.341696,0.080448,0.216776,221171748,16849156,20548508,51162589,170256921,65066,5078,5547,8363244,796017,1136136,896630,916,304
48,2011,Texas,TX,7.25,0,0.0,0.0,0.605908,0.237011,0.625260,0.754198,0.425596,0.564092,0.683416,0.531343,0.235408,0.238921,0.657431,0.315083,0.078371,0.247781,224660899,17148056,21164670,50420037,170770917,65532,5110,5490,8634282,826930,1161130,931400,953,310
48,2012,Texas,TX,7.25,0,0.0,0.0,0.611837,0.250131,0.631497,0.761339,0.418582,0.567658,0.692089,0.536196,0.249220,0.251117,0.656111,0.316875,0.067479,0.210632,231447710,17120653,21300636,49947039,175467167,65393,4825,5309,8964789,866087,1187705,974045,992,318
48,2013,Texas,TX,7.25,0,0.0,0.0,0.613842,0.270238,0.641088,0.760456,0.434068,0.573526,0.697400,0.534904,0.274532,0.265906,0.654798,0.341335,0.062547,0.208291,235775314,17475294,22970338,48033266,178218894,65457,4850,5634,,,,,,
48,2014,Texas,TX,7.25,0,0.0,0.0,0.621498,0.290658,0.659800,0.773510,0.440333,0.583470,0.707728,0.539818,0.279781,0.300947,0.654803,0.341724,0.050862,0.149435,239622877,17591499,22780680,47313877,178645974,66290,4877,5526,9597288,948306,1256770,1064216,1043,331
48,2015,Texas,TX,7.25,0,0.0,0.0,0.609603,0.270358,0.649716,0.770403,0.422599,0.566629,0.690031,0.533591,0.287053,0.253847,0.638321,0.310082,0.044991,0.128109,245641044,17716399,24054444,46347630,179439812,66052,4779,5697,9845769,993295,1297123,1111471,1061,341
48,2016,Texas,TX,7.25,0,0.0,0.0,0.610347,0.271659,0.637349,0.777922,0.414069,0.565484,0.693971,0.531175,0.286027,0.257176,0.639847,0.321390,0.046104,0.154739,251262400,18800202,23135101,47400472,181862223,68206,5099,5542,9960249,1033213,1321654,1153192,1059,349
48,2017,Texas,TX,7.25,0,0.0,0.0,0.611371,0.287441,0.638552,0.781722,0.420426,0.562211,0.692585,0.534475,0.284801,0.290097,0.639545,0.324924,0.044053,0.115360,254589964,19960701,22915907,47000291,183526059,68403,5216,5263,,,,,,
48,2018,Texas,TX,7.25,0,0.0,0.0,0.620867,0.285392,0.657800,0.788750,0.436900,0.576460,0.701836,0.543991,0.281348,0.289380,0.645791,0.326211,0.038594,0.125131,259399238,18764756,24376495,46046106,185885307,66774,4773,5451,10429485,1083383,1328297,1209953,1127,372
48,2019,Texas,TX,7.25,0,0.0,0.0,0.619672,0.291370,0.647880,0.790360,0.432243,0.576208,0.699409,0.543973,0.315471,0.267775,0.642318,0.333820,0.035256,0.127164,263859679,18950669,24918165,45515220,187010480,63226,4322,5092,10694544,1112505,1321757,1244483,1168,385
48,2020,Texas,TX,7.25,0,0.0,0.0,0.583863,0.239507,0.594998,0.755645,0.377096,0.531158,0.658998,0.512511,0.260396,0.218332,0.631642,0.289750,0.075644,0.173401,267484926,20127385,24014776,43032768,185748391,55815,3956,4099,10184330,965996,1281802,1062945,1229,391
48,2021,Texas,TX,7.25,0,0.0,0.0,0.596855,0.261083,0.629180,0.769012,0.384951,0.543508,0.672036,0.525451,0.278624,0.243179,0.633470,0.301924,0.057801,0.135272,271563410,20283520,24565991,44632447,187694663,58150,4217,4541,,,,,,
48,2022,Texas,TX,7.25,0,0.0,0.0,0.618584,0.290902,0.678219,0.796005,0.391328,0.565172,0.691493,0.548539,0.286558,0.294830,0.642919,0.328052,0.037850,0.113243,274008296,21036525,22981883,43476297,188108008,55381,3978,4056,11337527,1138864,1376444,1259272,1364,468
49,1990,Utah,UT,3.8,1,0.45,0.1343,0.677286,0.598507,0.777338,0.808482,0.612759,0.649204,0.773698,0.581556,0.597989,0.599116,0.707061,0.671530,0.042111,0.108741,13877024,1434976,1763096,6451962,10444090,14894,1498,1782,558691,42411,89261,54284,376,115
49,1991,Utah,UT,4.25,1,0.45,0.1184,0.675476,0.591999,0.774704,0.811283,0.611637,0.646459,0.771472,0.584562,0.597075,0.587547,0.710420,0.684850,0.049188,0.135578,14261950,1402754,1846086,6495447,10578908,14975,1463,1788,570801,43991,92101,56018,393,123
49,1992,Utah,UT,4.25,0,0.0,0.0,0.670497,0.582439,0.770337,0.810583,0.448762,0.648663,0.767097,0.580522,0.585563,0.579812,0.706531,0.671794,0.051002,0.133009,14704964,1500745,1873991,2321114,11733400,14526,1435,1737,591449,47004,95336,59148,414,129
49,1993,Utah,UT,4.25,0,0.0,0.0,0.695612,0.604269,0.805018,0.826369,0.452255,0.669879,0.784599,0.609146,0.619696,0.589690,0.723337,0.681763,0.038329,0.113667,15165070,1631854,1878144,2512661,12114764,13852,1441,1617,629563,50188,99565,63007,419,133
49,1994,Utah,UT,4.25,0,0.0,0.0,0.713199,0.612906,0.821116,0.837930,0.466648,0.686691,0.803268,0.625599,0.623733,0.603427,0.740992,0.681787,0.037507,0.101030,15677049,1744370,1940756,2575930,12442701,14064,1527,1608,676512,53854,106166,66715,429,141
49,1995,Utah,UT,4.25,0,0.0,0.0,0.692306,0.597079,0.807531,0.829929,0.478159,0.669537,0.793797,0.591030,0.591084,0.603311,0.717945,0.667661,0.035712,0.105715,16218243,1799200,2071812,2582513,13074049,14802,1580,1704,722050,57812,113508,71234,445,148
49,1996,Utah,UT,4.75,1,0.5,0.1176,0.690277,0.590886,0.792335,0.826917,0.490181,0.665624,0.789348,0.596151,0.622596,0.560073,0.715158,0.658001,0.034790,0.101999,16733934,1898210,2161268,2817802,13299025,15236,1700,1789,766139,60985,118898,75086,464,155
49,1997,Utah,UT,5.15,1,0.4,0.0842,0.695591,0.591431,0.798730,0.834683,0.515687,0.674176,0.790044,0.606516,0.564650,0.615340,0.719129,0.660021,0.032732,0.103920,17296022,1928689,2302693,2724738,13714083,15552,1688,1895,800815,62509,123590,77457,486,164
49,1998,Utah,UT,5.15,0,0.0,0.0,0.697878,0.614399,0.812496,0.832498,0.519205,0.675878,0.790681,0.611096,0.608637,0.620220,0.724347,0.677837,0.036542,0.093589,17838962,2050341,2283046,2770219,13905456,15299,1697,1815,827136,63109,126216,78457,510,172
49,1999,Utah,UT,5.15,0,0.0,0.0,0.698093,0.577429,0.804997,0.829958,0.508483,0.675126,0.790637,0.611082,0.551544,0.603055,0.724737,0.651684,0.036765,0.113944,18029997,1880352,2503997,2558637,13872510,15650,1591,1958,849613,63776,129033,79553,530,179
49,2000,Utah,UT,5.15,0,0.0,0.0,0.692994,0.565529,0.810185,0.818060,0.538194,0.673180,0.791311,0.595768,0.575812,0.555025,0.717175,0.622396,0.033718,0.091369,18931972,1824008,2303508,2620609,14491274,14988,1413,1713,869889,64909,130484,80882,556,189
49,2001,Utah,UT,5.15,0,0.0,0.0,0.688786,0.580009,0.763700,0.817222,0.535302,0.672504,0.785842,0.593929,0.588932,0.570996,0.719823,0.657115,0.043117,0.117342,19083067,1895099,2461899,2921792,14807547,16391,1599,1955,871648,65920,130369,82174,571,194
49,2002,Utah,UT,5.15,0,0.0,0.0,0.670140,0.515316,0.753802,0.793540,0.549122,0.653942,0.756698,0.585547,0.492974,0.535891,0.714629,0.613042,0.062255,0.159411,19420443,1962196,2746941,2980141,15280910,18367,1832,2371,857874,67349,130702,83979,577,199
49,2003,Utah,UT,5.15,0,0.0,0.0,0.677435,0.484060,0.769996,0.803422,0.491413,0.651955,0.753441,0.603286,0.480697,0.487038,0.718022,0.580907,0.056526,0.166717,20337092,2058011,2674431,3174021,15790809,17845,1736,2038,857043,67658,129987,83988,587,200
49,2004,Utah,UT,5.15,0,0.0,0.0,0.675160,0.501019,0.763699,0.806862,0.478059,0.647914,0.755837,0.596182,0.512455,0.489798,0.712851,0.602636,0.052874,0.168622,20249111,1999562,2702300,3052229,15332714,17146,1643,1989,884984,69736,133151,86172,608,205
49,2005,Utah,UT,5.15,0,0.0,0.0,0.690882,0.495203,0.774728,0.812417,0.504025,0.670163,0.782895,0.600862,0.511570,0.476967,0.720814,0.575475,0.041525,0.139487,20714052,1871961,2933365,3054128,15998814,16921,1530,2208,925300,70926,135357,87803,631,215
49,2006,Utah,UT,5.15,0,0.0,0.0,0.701834,0.516796,0.796033,0.818137,0.518449,0.682294,0.797012,0.608478,0.512603,0.520953,0.723416,0.575650,0.029833,0.102238,21712675,1953318,2969752,3163361,16661790,16066,1456,1986,978130,73569,140804,91090,668,229
49,2007,Utah,UT,5.85,1,0.7,0.1359,0.704134,0.508889,0.771625,0.822881,0.523851,0.682064,0.794739,0.614419,0.479368,0.538883,0.724175,0.557336,0.027675,0.086927,22325270,1885773,2646450,3124251,17006005,15299,1261,1622,1024330,76823,147841,94774,705,242
49,2008,Utah,UT,6.55,1,0.7,0.1197,0.686574,0.483851,0.756291,0.798823,0.510259,0.662351,0.781041,0.592270,0.488522,0.478708,0.712038,0.543923,0.035762,0.110441,23199804,1922429,2680344,3385138,17653348,14783,1212,1544,1021547,78151,148710,97168,721,250
49,2009,Utah,UT,7.25,1,0.7,0.1069,0.646077,0.427092,0.667674,0.763170,0.448520,0.612721,0.728373,0.563935,0.445885,0.410311,0.697067,0.509377,0.073149,0.161539,23860405,1936809,2716348,3338109,18180724,14369,1162,1454,955196,75870,140839,93405,730,250
49,2010,Utah,UT,7.25,0,0.0,0.0,0.626027,0.363304,0.694090,0.743881,0.379414,0.599849,0.698356,0.554018,0.360047,0.366683,0.682927,0.457735,0.083317,0.206302,24106360,1944777,2622280,3236460,18420621,14488,1137,1411,945990,75687,137950,93196,749,255
49,2011,Utah,UT,7.25,0,0.0,0.0,0.622275,0.348408,0.709550,0.758852,0.421603,0.594353,0.703064,0.542233,0.317770,0.377766,0.669235,0.419473,0.070169,0.169417,24479834,1888691,2573618,3177816,18453413,14582,1109,1329,968664,77708,138509,95612,768,260
49,2012,Utah,UT,7.25,0,0.0,0.0,0.634777,0.375311,0.736552,0.767812,0.444951,0.603574,0.717569,0.553480,0.311340,0.442958,0.674390,0.465339,0.058739,0.193468,24334583,2198173,2551426,3431349,18190609,14803,1292,1354,1006278,81228,143630,99494,792,268
49,2013,Utah,UT,7.25,0,0.0,0.0,0.653901,0.415587,0.759765,0.775192,0.479044,0.622625,0.745499,0.563680,0.367799,0.458605,0.684725,0.487931,0.045017,0.148266,24736042,2005205,2608629,3062223,18175965,15085,1187,1398,,,,,,
49,2014,Utah,UT,7.25,0,0.0,0.0,0.649686,0.423624,0.717993,0.772804,0.470036,0.624131,0.755020,0.545885,0.416620,0.430024,0.676220,0.472336,0.039240,0.103129,25246128,1873949,2514771,2912043,18255954,15649,1149,1329,1076055,88789,151513,108083,827,275
49,2015,Utah,UT,7.25,0,0.0,0.0,0.655145,0.446160,0.761869,0.779963,0.460565,0.631769,0.757533,0.554335,0.429867,0.462882,0.679022,0.500484,0.035163,0.108543,25680661,2098495,2918147,2989255,18179894,17406,1412,1753,1122545,92748,157963,112549,853,290
49,2016,Utah,UT,7.25,0,0.0,0.0,0.667325,0.489541,0.775092,0.796132,0.483728,0.637755,0.759351,0.576520,0.479671,0.498266,0.692538,0.535607,0.036407,0.086008,26324996,2110619,2874949,3014731,18513709,17831,1419,1749,1165414,95683,164582,115613,871,299
49,2017,Utah,UT,7.25,0,0.0,0.0,0.672098,0.481853,0.787844,0.799559,0.494212,0.648155,0.756052,0.589042,0.481561,0.482113,0.697180,0.543501,0.035976,0.113429,27001016,2209215,3103653,3230824,18890276,17639,1453,1785,,,,,,
49,2018,Utah,UT,7.25,0,0.0,0.0,0.657021,0.464099,0.762614,0.801264,0.480587,0.631876,0.740891,0.574125,0.455471,0.473133,0.679172,0.518529,0.032614,0.104969,27603413,2280222,3116624,3056577,19230628,17809,1471,1776,1247220,102455,172365,123587,934,323
49,2019,Utah,UT,7.25,0,0.0,0.0,0.667997,0.496335,0.785973,0.812263,0.470604,0.640799,0.742931,0.593679,0.460870,0.532167,0.686077,0.536166,0.026353,0.074289,28301635,2391339,3232511,3130014,19739478,18249,1519,1831,1284151,105600,173290,127485,980,336
49,2020,Utah,UT,7.25,0,0.0,0.0,0.644082,0.478923,0.732357,0.787474,0.461853,0.613186,0.719234,0.569474,0.486392,0.471455,0.676972,0.529219,0.048585,0.095040,28858984,2365385,3370104,2908388,19979688,16649,1332,1680,1269695,95517,170121,112493,1062,350
49,2021,Utah,UT,7.25,0,0.0,0.0,0.661338,0.515803,0.742812,0.798539,0.478488,0.626581,0.725015,0.598005,0.483031,0.549721,0.681903,0.553318,0.030158,0.067801,29387529,2579058,3586935,3060473,20252601,17036,1479,1894,,,,,,
49,2022,Utah,UT,7.25,0,0.0,0.0,0.669667,0.507162,0.774140,0.810167,0.491962,0.639998,0.751819,0.586907,0.502149,0.512150,0.686011,0.543239,0.023825,0.066410,30502282,2614054,3573552,3454144,20142570,16468,1354,1758,1407806,113642,181977,134565,1185,420
50,1990,Vermont,VT,3.85,1,0.1,0.0267,0.674005,0.525399,0.726773,0.853041,0.610089,0.633451,0.744874,0.607297,0.529745,0.521011,0.707561,0.607412,0.047425,0.135020,5159009,358205,437524,2934808,3791134,11701,782,929,210468,16063,33680,25356,391,161
50,1991,Vermont,VT,4.25,1,0.4,0.1039,0.657076,0.526884,0.733195,0.822509,0.584881,0.611154,0.708432,0.607810,0.518925,0.536687,0.700495,0.609232,0.061984,0.135167,5199982,369637,468311,2890611,3815987,11432,780,971,201588,15334,32013,23934,404,167
50,1992,Vermont,VT,4.25,0,0.0,0.0,0.665595,0.477505,0.728702,0.826204,0.393432,0.623659,0.706999,0.626086,0.440061,0.524815,0.712862,0.576950,0.066305,0.172364,5233988,372089,478239,1031893,4070012,11001,740,932,204030,15882,32082,24976,423,171
50,1993,Vermont,VT,4.25,0,0.0,0.0,0.677938,0.550707,0.723922,0.849915,0.419303,0.644150,0.718915,0.640047,0.457131,0.648339,0.717062,0.629409,0.054561,0.125041,5281027,305140,450767,923857,4084600,10228,577,804,210026,16422,33169,25970,428,172
50,1994,Vermont,VT,4.25,0,0.0,0.0,0.677675,0.545118,0.737126,0.843698,0.388081,0.637302,0.737770,0.623205,0.519059,0.569671,0.712178,0.601402,0.048448,0.093589,5329015,305316,450024,881139,3994122,10620,613,843,216237,16857,34361,26558,433,173
50,1995,Vermont,VT,4.5,1,0.25,0.0588,0.682395,0.537133,0.782260,0.849140,0.393170,0.642330,0.744440,0.626159,0.527499,0.545699,0.713063,0.619345,0.043009,0.132741,5397734,368365,377101,938173,4010321,11520,764,743,222665,17445,35345,27705,445,176
50,1996,Vermont,VT,4.75,1,0.25,0.0556,0.685150,0.522897,0.770384,0.846017,0.367343,0.656097,0.741038,0.634511,0.497857,0.544994,0.717102,0.596867,0.044558,0.123930,5424978,404568,404146,980415,4116367,11599,852,776,226704,17560,35983,27993,463,181
50,1997,Vermont,VT,5.25,1,0.5,0.1053,0.689686,0.552830,0.743896,0.856566,0.408673,0.657008,0.742073,0.642192,0.526517,0.573988,0.717609,0.634159,0.038912,0.128247,5484003,410723,416670,959731,4168202,11256,827,772,230180,17543,36899,28320,482,189
50,1998,Vermont,VT,5.25,0,0.0,0.0,0.692419,0.562937,0.754064,0.857795,0.442962,0.657774,0.749884,0.638997,0.566365,0.560266,0.716535,0.631717,0.033656,0.108878,5494984,384507,400421,925463,4106599,11236,755,733,235999,17479,37420,28424,504,198
50,1999,Vermont,VT,5.75,1,0.5,0.0952,0.695178,0.533348,0.750740,0.863101,0.425881,0.657443,0.749268,0.644496,0.496882,0.569277,0.717244,0.593636,0.030765,0.101558,5587998,421334,412005,916213,4087223,11229,814,737,242243,17801,38468,28936,525,205
50,2000,Vermont,VT,5.75,0,0.0,0.0,0.686081,0.581979,0.723650,0.854225,0.446597,0.650528,0.740970,0.636695,0.563479,0.598155,0.705739,0.629181,0.027855,0.075021,5678986,408619,420000,898379,4195140,11201,805,755,248212,17853,39441,29642,553,214
50,2001,Vermont,VT,6.25,1,0.5,0.087,0.674890,0.502522,0.717707,0.848498,0.409281,0.640907,0.733738,0.621575,0.519179,0.487140,0.699513,0.562374,0.035199,0.106428,5833016,394577,452226,958131,4305315,17127,1138,1210,249953,17723,39938,29467,575,226
50,2002,Vermont,VT,6.25,0,0.0,0.0,0.687503,0.504620,0.704233,0.852088,0.431263,0.648231,0.734052,0.644687,0.498636,0.510864,0.715183,0.566545,0.038703,0.109302,6028571,399760,527636,920084,4362122,19880,1299,1544,246527,17806,40104,29418,589,236
50,2003,Vermont,VT,6.25,0,0.0,0.0,0.676112,0.473809,0.719576,0.838457,0.394982,0.631727,0.728391,0.626682,0.501967,0.439104,0.708937,0.546577,0.046301,0.133136,5915336,410570,505489,885733,4236689,19747,1357,1505,244595,17844,39527,29059,607,242
50,2004,Vermont,VT,6.75,1,0.5,0.08,0.680641,0.515168,0.758955,0.842229,0.379167,0.634730,0.728940,0.634830,0.491903,0.541760,0.707086,0.583040,0.037400,0.116410,5989829,437776,528298,818071,4250115,19914,1398,1514,248057,18361,40045,29358,629,253
50,2005,Vermont,VT,7.0,1,0.25,0.037,0.686534,0.490507,0.714535,0.853395,0.375057,0.642238,0.724604,0.650225,0.451247,0.532788,0.711141,0.562119,0.034601,0.127396,6035640,429082,519114,824463,4258213,19017,1282,1431,249757,18380,40463,29181,647,258
50,2006,Vermont,VT,7.25,1,0.25,0.0357,0.694000,0.519129,0.724855,0.846258,0.396027,0.649201,0.733152,0.656539,0.486709,0.554239,0.720165,0.576110,0.036332,0.098906,6079460,441443,512961,784291,4216066,18854,1310,1354,251594,18552,40465,29441,672,267
50,2007,Vermont,VT,7.53,1,0.28,0.0386,0.675460,0.436724,0.692017,0.835282,0.372138,0.624647,0.715773,0.636991,0.424929,0.449473,0.703319,0.504475,0.039611,0.134299,6075174,442222,516126,763596,4174890,18674,1302,1344,251475,18462,40224,28927,699,277
50,2008,Vermont,VT,7.68,1,0.15,0.0199,0.667248,0.447937,0.695769,0.827279,0.379753,0.622331,0.706670,0.629659,0.446255,0.449547,0.702391,0.519750,0.050033,0.138168,6054603,395879,513492,756661,4230450,18959,1211,1377,250274,18053,40027,28817,723,287
50,2009,Vermont,VT,8.06,1,0.38,0.0495,0.663609,0.390832,0.696869,0.831753,0.340536,0.613907,0.679979,0.648022,0.341227,0.441451,0.710577,0.466284,0.066098,0.161817,6068191,433582,526224,726723,4233853,19655,1299,1390,239776,17496,38159,27857,730,294
50,2010,Vermont,VT,8.06,0,0.0,0.0,0.665175,0.424887,0.681806,0.827269,0.361967,0.612322,0.694546,0.637181,0.379209,0.470353,0.708964,0.493680,0.061765,0.139346,6089552,395711,521244,701786,4207159,19439,1184,1400,240237,17938,37942,28555,743,297
50,2011,Vermont,VT,8.15,1,0.09,0.0112,0.666546,0.379334,0.687099,0.822630,0.351855,0.612790,0.701257,0.633272,0.383166,0.375194,0.708089,0.473781,0.058669,0.199347,6145216,373945,519528,707979,4225398,18878,1078,1334,243189,18005,37955,28766,760,308
50,2012,Vermont,VT,8.46,1,0.31,0.038,0.661798,0.383694,0.651897,0.829943,0.367675,0.606190,0.693430,0.631575,0.373526,0.393709,0.697404,0.463471,0.051055,0.172129,6150319,416604,462822,705811,4178508,18842,1190,1196,247087,18581,37605,29459,773,315
50,2013,Vermont,VT,8.6,1,0.14,0.0165,0.656288,0.377430,0.663469,0.830332,0.325684,0.595666,0.687865,0.626136,0.354525,0.395584,0.685479,0.443011,0.042585,0.148036,6150758,362150,488867,613068,4122642,18363,968,1166,,,,,,
50,2014,Vermont,VT,8.73,1,0.13,0.0151,0.646178,0.362562,0.662972,0.827127,0.309481,0.591144,0.678742,0.615088,0.355326,0.369442,0.674678,0.429329,0.042241,0.155515,6173397,395555,469428,643005,4115489,17844,1017,1043,251464,19559,37880,30942,811,332
50,2015,Vermont,VT,9.15,1,0.42,0.0481,0.646626,0.414563,0.679558,0.816650,0.362346,0.598910,0.672616,0.621850,0.363661,0.466525,0.670515,0.468040,0.035628,0.114257,6183989,377517,433564,605041,3951077,17178,921,954,254099,19974,37895,31938,834,348
50,2016,Vermont,VT,9.6,1,0.45,0.0492,0.649182,0.427814,0.725514,0.827624,0.355351,0.604425,0.685763,0.614314,0.440148,0.415784,0.671256,0.474683,0.032885,0.098736,6188363,416439,478775,685320,3950853,17201,987,1053,254999,20210,38105,31998,849,360
50,2017,Vermont,VT,10.0,1,0.4,0.0417,0.649012,0.432121,0.763719,0.839242,0.351935,0.600086,0.686919,0.612644,0.462779,0.395606,0.670202,0.471953,0.031617,0.084399,6183836,390554,487372,542712,3898209,16367,865,983,,,,,,
50,2018,Vermont,VT,10.5,1,0.5,0.05,0.650217,0.419712,0.709049,0.844711,0.358799,0.593394,0.689417,0.612571,0.376136,0.465048,0.668427,0.452417,0.027244,0.072290,6200920,368785,453771,556143,3766011,16359,858,943,257141,20642,37533,32723,897,388
50,2019,Vermont,VT,10.78,1,0.28,0.0267,0.640779,0.447674,0.733428,0.841658,0.383359,0.589985,0.676010,0.606991,0.419602,0.478336,0.656267,0.468978,0.023600,0.045427,6248236,361785,446227,555163,3720461,16030,810,839,257280,20725,36685,32689,931,402
